direction,combo,noise_k,vol_mult,window,trades,trades_per_day,wins,stops,scratch,win_rate,tp_before_sl,profit_factor,net_pct,max_drawdown_pct,avg_hold_min
SHORT,below_vwap+yhigh_reject+hist_turn_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,90.0
SHORT,below_vwap+yhigh_reject+weak_close,0.0,0.8,am_0930_1130,5,0.09,1,3,1,20.0,25.0,0.32,-0.65,0.95,114.0
SHORT,below_vwap+yhigh_reject+orb_break_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.3,70.0
SHORT,below_vwap+yhigh_reject+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,below_vwap+yhigh_reject+rvol_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,below_vwap+yhigh_reject+below_vwap_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,113.3
SHORT,below_vwap+yhigh_reject+vwap_hi_reject,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,100.0
SHORT,below_vwap+yhigh_reject+cvd_dn,0.0,0.8,am_0930_1130,7,0.12,3,3,1,42.9,50.0,0.95,-0.05,0.65,124.3
SHORT,below_vwap+yhigh_reject+cvd_dn_v,0.0,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.6,111.2
SHORT,below_vwap+yhigh_reject+mom_ignite_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,90.0
SHORT,below_vwap+yhigh_reject+rsi_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,65.0
SHORT,below_vwap+ylow_break+below_pivot,0.0,0.8,am_0930_1130,7,0.12,3,4,0,42.9,42.9,0.75,-0.3,1.2,49.3
SHORT,below_vwap+ylow_break+macd_x_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,30.0
SHORT,below_vwap+ylow_break+hist_turn_dn,0.0,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.9,57.0
SHORT,below_vwap+ylow_break+weak_close,0.0,0.8,am_0930_1130,6,0.11,2,4,0,33.3,33.3,0.5,-0.6,1.2,48.3
SHORT,below_vwap+ylow_break+orb_break_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,28.3
SHORT,below_vwap+ylow_break+orb_break_dn_v,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
SHORT,below_vwap+ylow_break+vwap_loss_v,0.0,0.8,am_0930_1130,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,38.3
SHORT,below_vwap+ylow_break+rvol_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,40.0
SHORT,below_vwap+ylow_break+below_vwap_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,45.0
SHORT,below_vwap+ylow_break+vwap_hi_reject,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,38.3
SHORT,below_vwap+ylow_break+cvd_dn,0.0,0.8,am_0930_1130,7,0.12,3,4,0,42.9,42.9,0.75,-0.3,1.2,49.3
SHORT,below_vwap+ylow_break+cvd_dn_v,0.0,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.9,59.0
SHORT,below_vwap+ylow_break+mom_ignite_dn,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,90.0
SHORT,below_vwap+ylow_break+rsi_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,below_vwap+below_pivot+macd_x_dn,0.0,0.8,am_0930_1130,6,0.11,4,2,0,66.7,66.7,2.0,0.6,0.6,95.8
SHORT,below_vwap+below_pivot+macd_x_dn_pos,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,230.0
SHORT,below_vwap+below_pivot+hist_turn_dn,0.0,0.8,am_0930_1130,21,0.37,8,12,1,38.1,40.0,0.73,-0.97,2.47,83.6
SHORT,below_vwap+below_pivot+weak_close,0.0,0.8,am_0930_1130,83,1.46,31,48,4,37.3,39.2,0.67,-4.87,7.89,93.0
SHORT,below_vwap+below_pivot+orb_break_dn,0.0,0.8,am_0930_1130,23,0.4,8,14,1,34.8,36.4,0.58,-1.77,2.07,85.0
SHORT,below_vwap+below_pivot+orb_break_dn_v,0.0,0.8,am_0930_1130,16,0.28,3,12,1,18.8,20.0,0.26,-2.67,2.97,91.2
SHORT,below_vwap+below_pivot+vwap_loss_v,0.0,0.8,am_0930_1130,13,0.23,5,5,3,38.5,50.0,1.08,0.14,1.04,113.5
SHORT,below_vwap+below_pivot+rvol_thrust_dn,0.0,0.8,am_0930_1130,33,0.58,11,19,3,33.3,36.7,0.61,-2.26,4.06,99.5
SHORT,below_vwap+below_pivot+below_vwap_v,0.0,0.8,am_0930_1130,49,0.86,16,27,6,32.7,37.2,0.62,-3.12,5.22,105.4
SHORT,below_vwap+below_pivot+vwap_hi_reject,0.0,0.8,am_0930_1130,15,0.26,5,8,2,33.3,38.5,0.66,-0.82,1.47,88.0
SHORT,below_vwap+below_pivot+cvd_dn,0.0,0.8,am_0930_1130,106,1.86,40,60,6,37.7,40.0,0.7,-5.52,10.01,98.5
SHORT,below_vwap+below_pivot+cvd_dn_v,0.0,0.8,am_0930_1130,61,1.07,23,34,4,37.7,40.4,0.7,-3.12,6.12,102.1
SHORT,below_vwap+below_pivot+mom_ignite_dn,0.0,0.8,am_0930_1130,9,0.16,4,3,2,44.4,57.1,1.3,0.28,0.65,141.7
SHORT,below_vwap+below_pivot+rsi_thrust_dn,0.0,0.8,am_0930_1130,5,0.09,1,4,0,20.0,20.0,0.25,-0.9,0.6,52.0
SHORT,below_vwap+macd_x_dn+macd_x_dn_pos,0.0,0.8,am_0930_1130,10,0.18,5,2,3,50.0,71.4,1.4,0.43,1.07,162.0
SHORT,below_vwap+macd_x_dn+weak_close,0.0,0.8,am_0930_1130,12,0.21,5,4,3,41.7,55.6,0.9,-0.17,1.07,129.6
SHORT,below_vwap+macd_x_dn+orb_break_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,30.0
SHORT,below_vwap+macd_x_dn+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,55.0
SHORT,below_vwap+macd_x_dn+rvol_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,65.0
SHORT,below_vwap+macd_x_dn+below_vwap_v,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,65.0
SHORT,below_vwap+macd_x_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,55.0
SHORT,below_vwap+macd_x_dn+cvd_dn,0.0,0.8,am_0930_1130,15,0.26,8,4,3,53.3,66.7,1.43,0.73,1.07,120.3
SHORT,below_vwap+macd_x_dn+cvd_dn_v,0.0,0.8,am_0930_1130,5,0.09,2,2,1,40.0,50.0,0.81,-0.14,0.44,110.0
SHORT,below_vwap+macd_x_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,65.0
SHORT,below_vwap+macd_x_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,55.0
SHORT,below_vwap+macd_x_dn_pos+weak_close,0.0,0.8,am_0930_1130,7,0.12,2,2,3,28.6,50.0,0.56,-0.47,1.07,170.7
SHORT,below_vwap+macd_x_dn_pos+cvd_dn,0.0,0.8,am_0930_1130,9,0.16,5,1,3,55.6,83.3,1.94,0.73,0.77,158.3
SHORT,below_vwap+macd_x_dn_pos+cvd_dn_v,0.0,0.8,am_0930_1130,2,0.04,1,0,1,50.0,100.0,2.16,0.16,0.14,192.5
SHORT,below_vwap+hist_turn_dn+weak_close,0.0,0.8,am_0930_1130,36,0.63,15,17,4,41.7,46.9,0.95,-0.26,1.87,101.5
SHORT,below_vwap+hist_turn_dn+orb_break_dn,0.0,0.8,am_0930_1130,9,0.16,3,5,1,33.3,37.5,0.66,-0.51,0.9,100.0
SHORT,below_vwap+hist_turn_dn+orb_break_dn_v,0.0,0.8,am_0930_1130,7,0.12,1,5,1,14.3,16.7,0.26,-1.11,0.9,110.0
SHORT,below_vwap+hist_turn_dn+vwap_loss_v,0.0,0.8,am_0930_1130,12,0.21,3,5,4,25.0,37.5,0.84,-0.26,0.97,108.8
SHORT,below_vwap+hist_turn_dn+rvol_thrust_dn,0.0,0.8,am_0930_1130,17,0.3,4,9,4,23.5,30.8,0.59,-1.16,1.71,125.0
SHORT,below_vwap+hist_turn_dn+below_vwap_v,0.0,0.8,am_0930_1130,20,0.35,5,11,4,25.0,31.2,0.58,-1.46,2.01,119.8
SHORT,below_vwap+hist_turn_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,11,0.19,4,5,2,36.4,44.4,0.83,-0.28,0.75,83.6
SHORT,below_vwap+hist_turn_dn+cvd_dn,0.0,0.8,am_0930_1130,36,0.63,15,18,3,41.7,45.5,0.92,-0.41,2.1,108.2
SHORT,below_vwap+hist_turn_dn+cvd_dn_v,0.0,0.8,am_0930_1130,27,0.47,10,14,3,37.0,41.7,0.83,-0.71,1.8,113.5
SHORT,below_vwap+hist_turn_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.0,107.5
SHORT,below_vwap+hist_turn_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,5,0.09,0,5,0,0.0,0.0,0.0,-1.5,1.2,81.0
SHORT,below_vwap+weak_close+orb_break_dn,0.0,0.8,am_0930_1130,29,0.51,10,16,3,34.5,38.5,0.61,-1.99,3.19,105.0
SHORT,below_vwap+weak_close+orb_break_dn_v,0.0,0.8,am_0930_1130,18,0.32,5,12,1,27.8,29.4,0.44,-2.01,2.31,96.7
SHORT,below_vwap+weak_close+vwap_loss_v,0.0,0.8,am_0930_1130,23,0.4,8,8,7,34.8,50.0,1.14,0.38,0.9,119.6
SHORT,below_vwap+weak_close+rvol_thrust_dn,0.0,0.8,am_0930_1130,48,0.84,15,25,8,31.2,37.5,0.68,-2.49,4.29,117.8
SHORT,below_vwap+weak_close+below_vwap_v,0.0,0.8,am_0930_1130,49,0.86,15,26,8,30.6,36.6,0.66,-2.79,4.59,117.6
SHORT,below_vwap+weak_close+vwap_hi_reject,0.0,0.8,am_0930_1130,26,0.46,10,12,4,38.5,45.5,0.81,-0.74,1.68,97.1
SHORT,below_vwap+weak_close+cvd_dn,0.0,0.8,am_0930_1130,139,2.44,52,61,26,37.4,46.0,0.81,-3.86,7.25,117.6
SHORT,below_vwap+weak_close+cvd_dn_v,0.0,0.8,am_0930_1130,83,1.46,34,42,7,41.0,44.7,0.83,-2.24,4.76,105.1
SHORT,below_vwap+weak_close+mom_ignite_dn,0.0,0.8,am_0930_1130,11,0.19,4,4,3,36.4,50.0,0.74,-0.42,0.8,155.0
SHORT,below_vwap+weak_close+rsi_thrust_dn,0.0,0.8,am_0930_1130,12,0.21,4,8,0,33.3,33.3,0.5,-1.2,1.5,72.9
SHORT,below_vwap+orb_break_dn+orb_break_dn_v,0.0,0.8,am_0930_1130,21,0.37,6,13,2,28.6,31.6,0.49,-1.98,2.28,100.7
SHORT,below_vwap+orb_break_dn+vwap_loss_v,0.0,0.8,am_0930_1130,4,0.07,1,2,1,25.0,33.3,0.65,-0.21,0.3,110.0
SHORT,below_vwap+orb_break_dn+rvol_thrust_dn,0.0,0.8,am_0930_1130,14,0.25,3,10,1,21.4,23.1,0.33,-2.01,2.31,91.1
SHORT,below_vwap+orb_break_dn+below_vwap_v,0.0,0.8,am_0930_1130,17,0.3,4,11,2,23.5,26.7,0.4,-1.98,2.28,97.1
SHORT,below_vwap+orb_break_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,9,0.16,3,4,2,33.3,42.9,0.66,-0.47,1.07,118.3
SHORT,below_vwap+orb_break_dn+cvd_dn,0.0,0.8,am_0930_1130,28,0.49,10,14,4,35.7,41.7,0.7,-1.36,2.56,112.0
SHORT,below_vwap+orb_break_dn+cvd_dn_v,0.0,0.8,am_0930_1130,20,0.35,6,12,2,30.0,33.3,0.53,-1.68,1.98,104.5
SHORT,below_vwap+orb_break_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,3,0.05,1,1,1,33.3,50.0,1.1,0.03,0.3,128.3
SHORT,below_vwap+orb_break_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,25.0
SHORT,below_vwap+orb_break_dn_v+vwap_loss_v,0.0,0.8,am_0930_1130,4,0.07,1,2,1,25.0,33.3,0.65,-0.21,0.3,110.0
SHORT,below_vwap+orb_break_dn_v+rvol_thrust_dn,0.0,0.8,am_0930_1130,14,0.25,3,10,1,21.4,23.1,0.33,-2.01,2.31,91.1
SHORT,below_vwap+orb_break_dn_v+below_vwap_v,0.0,0.8,am_0930_1130,17,0.3,4,11,2,23.5,26.7,0.4,-1.98,2.28,97.1
SHORT,below_vwap+orb_break_dn_v+vwap_hi_reject,0.0,0.8,am_0930_1130,6,0.11,2,3,1,33.3,40.0,0.7,-0.27,0.6,100.0
SHORT,below_vwap+orb_break_dn_v+cvd_dn,0.0,0.8,am_0930_1130,20,0.35,6,12,2,30.0,33.3,0.53,-1.68,1.98,104.5
SHORT,below_vwap+orb_break_dn_v+cvd_dn_v,0.0,0.8,am_0930_1130,20,0.35,6,12,2,30.0,33.3,0.53,-1.68,1.98,104.5
SHORT,below_vwap+orb_break_dn_v+mom_ignite_dn,0.0,0.8,am_0930_1130,2,0.04,0,1,1,0.0,0.0,0.1,-0.27,0.3,147.5
SHORT,below_vwap+orb_break_dn_v+rsi_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,25.0
SHORT,below_vwap+vwap_loss_v+rvol_thrust_dn,0.0,0.8,am_0930_1130,15,0.26,3,5,7,20.0,37.5,0.88,-0.22,0.97,152.0
SHORT,below_vwap+vwap_loss_v+below_vwap_v,0.0,0.8,am_0930_1130,17,0.3,4,5,8,23.5,44.4,0.97,-0.05,1.1,151.5
SHORT,below_vwap+vwap_loss_v+vwap_hi_reject,0.0,0.8,am_0930_1130,14,0.25,5,6,3,35.7,45.5,0.88,-0.24,0.9,91.4
SHORT,below_vwap+vwap_loss_v+cvd_dn,0.0,0.8,am_0930_1130,20,0.35,8,6,6,40.0,57.1,1.37,0.78,0.84,120.0
SHORT,below_vwap+vwap_loss_v+cvd_dn_v,0.0,0.8,am_0930_1130,20,0.35,8,6,6,40.0,57.1,1.37,0.78,0.84,120.0
SHORT,below_vwap+vwap_loss_v+rsi_thrust_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,30.0
SHORT,below_vwap+rvol_thrust_dn+below_vwap_v,0.0,0.8,am_0930_1130,48,0.84,15,25,8,31.2,37.5,0.68,-2.49,4.29,117.8
SHORT,below_vwap+rvol_thrust_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,12,0.21,4,5,3,33.3,44.4,0.86,-0.24,1.2,103.3
SHORT,below_vwap+rvol_thrust_dn+cvd_dn,0.0,0.8,am_0930_1130,44,0.77,14,25,5,31.8,35.9,0.63,-2.82,4.62,110.6
SHORT,below_vwap+rvol_thrust_dn+cvd_dn_v,0.0,0.8,am_0930_1130,44,0.77,14,25,5,31.8,35.9,0.63,-2.82,4.62,110.6
SHORT,below_vwap+rvol_thrust_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,4,0.07,2,2,0,50.0,50.0,1.0,0.0,0.3,110.0
SHORT,below_vwap+rvol_thrust_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,7,0.12,1,6,0,14.3,14.3,0.17,-1.5,1.2,75.0
SHORT,below_vwap+below_vwap_v+vwap_hi_reject,0.0,0.8,am_0930_1130,15,0.26,5,6,4,33.3,45.5,0.89,-0.21,1.3,108.3
SHORT,below_vwap+below_vwap_v+cvd_dn,0.0,0.8,am_0930_1130,69,1.21,23,36,10,33.3,39.0,0.67,-3.67,5.79,120.9
SHORT,below_vwap+below_vwap_v+cvd_dn_v,0.0,0.8,am_0930_1130,69,1.21,23,36,10,33.3,39.0,0.67,-3.67,5.79,120.9
SHORT,below_vwap+below_vwap_v+mom_ignite_dn,0.0,0.8,am_0930_1130,6,0.11,2,2,2,33.3,50.0,0.97,-0.02,0.35,153.3
SHORT,below_vwap+below_vwap_v+rsi_thrust_dn,0.0,0.8,am_0930_1130,9,0.16,1,7,1,11.1,12.5,0.14,-1.87,1.57,93.3
SHORT,below_vwap+vwap_hi_reject+cvd_dn,0.0,0.8,am_0930_1130,21,0.37,8,10,3,38.1,44.4,0.81,-0.6,1.8,97.1
SHORT,below_vwap+vwap_hi_reject+cvd_dn_v,0.0,0.8,am_0930_1130,16,0.28,7,7,2,43.8,50.0,1.09,0.2,1.03,84.4
SHORT,below_vwap+vwap_hi_reject+mom_ignite_dn,0.0,0.8,am_0930_1130,2,0.04,0,1,1,0.0,0.0,0.1,-0.27,0.3,147.5
SHORT,below_vwap+vwap_hi_reject+rsi_thrust_dn,0.0,0.8,am_0930_1130,2,0.04,0,2,0,0.0,0.0,0.0,-0.6,0.3,32.5
SHORT,below_vwap+cvd_dn+cvd_dn_v,0.0,0.8,am_0930_1130,119,2.09,48,55,16,40.3,46.6,0.87,-2.31,6.19,118.8
SHORT,below_vwap+cvd_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,16,0.28,7,4,5,43.8,63.6,1.17,0.31,0.6,162.2
SHORT,below_vwap+cvd_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,14,0.25,4,9,1,28.6,30.8,0.43,-1.57,1.87,85.0
SHORT,below_vwap+cvd_dn_v+mom_ignite_dn,0.0,0.8,am_0930_1130,9,0.16,5,3,1,55.6,62.5,1.7,0.63,0.3,125.6
SHORT,below_vwap+cvd_dn_v+rsi_thrust_dn,0.0,0.8,am_0930_1130,14,0.25,4,9,1,28.6,30.8,0.43,-1.57,1.87,85.0
SHORT,below_vwap+mom_ignite_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,75.0
SHORT,poc_reject_dn+adi_dn+delta_dump,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+adi_dn+yhigh_reject,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+adi_dn+below_pivot,0.0,0.8,am_0930_1130,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,121.7
SHORT,poc_reject_dn+adi_dn+macd_x_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,190.0
SHORT,poc_reject_dn+adi_dn+hist_turn_dn,0.0,0.8,am_0930_1130,1,0.02,0,0,1,0.0,0.0,0.0,-0.09,0.0,240.0
SHORT,poc_reject_dn+adi_dn+weak_close,0.0,0.8,am_0930_1130,6,0.11,2,3,1,33.3,40.0,0.61,-0.39,0.69,121.7
SHORT,poc_reject_dn+adi_dn+orb_break_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+adi_dn+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+adi_dn+rvol_thrust_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+adi_dn+below_vwap_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+adi_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,1,0.02,0,0,1,0.0,0.0,0.0,-0.09,0.0,240.0
SHORT,poc_reject_dn+adi_dn+cvd_dn,0.0,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.6,98.0
SHORT,poc_reject_dn+adi_dn+cvd_dn_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+adi_dn+mom_ignite_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+adi_dn+rsi_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+delta_dump+yhigh_reject,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+delta_dump+below_pivot,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+delta_dump+weak_close,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+delta_dump+orb_break_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+delta_dump+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+delta_dump+rvol_thrust_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+delta_dump+below_vwap_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+delta_dump+cvd_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+delta_dump+cvd_dn_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+delta_dump+mom_ignite_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+delta_dump+rsi_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+weak_close,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+orb_break_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+rvol_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+below_vwap_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+cvd_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+cvd_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+yhigh_reject+rsi_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+below_pivot+macd_x_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,190.0
SHORT,poc_reject_dn+below_pivot+weak_close,0.0,0.8,am_0930_1130,5,0.09,4,1,0,80.0,80.0,4.0,0.9,0.3,124.0
SHORT,poc_reject_dn+below_pivot+orb_break_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+below_pivot+rvol_thrust_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+below_pivot+below_vwap_v,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+below_pivot+vwap_hi_reject,0.0,0.8,am_0930_1130,2,0.04,2,0,0,100.0,100.0,inf,0.6,0.0,127.5
SHORT,poc_reject_dn+below_pivot+cvd_dn,0.0,0.8,am_0930_1130,3,0.05,2,1,0,66.7,66.7,2.0,0.3,0.3,121.7
SHORT,poc_reject_dn+below_pivot+cvd_dn_v,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+below_pivot+mom_ignite_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,130.0
SHORT,poc_reject_dn+macd_x_dn+weak_close,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,190.0
SHORT,poc_reject_dn+macd_x_dn+cvd_dn,0.0,0.8,am_0930_1130,1,0.02,1,0,0,100.0,100.0,inf,0.3,0.0,190.0
SHORT,poc_reject_dn+hist_turn_dn+weak_close,0.0,0.8,am_0930_1130,1,0.02,0,0,1,0.0,0.0,0.0,-0.09,0.0,240.0
SHORT,poc_reject_dn+hist_turn_dn+vwap_hi_reject,0.0,0.8,am_0930_1130,1,0.02,0,0,1,0.0,0.0,0.0,-0.09,0.0,240.0
SHORT,poc_reject_dn+weak_close+orb_break_dn,0.0,0.8,am_0930_1130,2,0.04,1,1,0,50.0,50.0,1.0,0.0,0.3,77.5
SHORT,poc_reject_dn+weak_close+orb_break_dn_v,0.0,0.8,am_0930_1130,1,0.02,0,1,0,0.0,0.0,0.0,-0.3,0.0,25.0
SHORT,poc_reject_dn+weak_close+rvol_thrust_dn,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+weak_close+below_vwap_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
SHORT,poc_reject_dn+weak_close+vwap_hi_reject,0.0,0.8,am_0930_1130,3,0.05,2,0,1,66.7,100.0,6.78,0.51,0.09,165.0
SHORT,poc_reject_dn+weak_close+cvd_dn,0.0,0.8,am_0930_1130,5,0.09,2,3,0,40.0,40.0,0.67,-0.3,0.6,98.0
SHORT,poc_reject_dn+weak_close+cvd_dn_v,0.0,0.8,am_0930_1130,3,0.05,1,2,0,33.3,33.3,0.5,-0.3,0.6,85.0
